task,segment,step,time_s,q1,q2,q3,q4,q5,q6,selfDist_mm,selfCollision,envCollision,tcpX_mm,tcpY_mm,tcpZ_mm
1,6,30,0.1201,275.089,-32.283,101.096,-132.869,92.231,-4.575,51.87,0,0,-365.0,1275.1,-49.2
1,6,40,0.1602,275.089,-32.345,101.115,-132.825,92.231,-4.575,51.87,0,0,-365.0,1275.3,-48.1
1,6,50,0.2002,275.089,-32.442,101.144,-132.757,92.231,-4.575,51.87,0,0,-365.0,1275.5,-46.4
1,6,60,0.2402,275.089,-32.580,101.184,-132.660,92.231,-4.575,51.87,0,0,-365.1,1275.8,-44.0
1,6,70,0.2803,275.089,-32.763,101.238,-132.531,92.231,-4.575,51.87,0,0,-365.1,1276.2,-40.8
1,6,80,0.3203,275.089,-32.994,101.307,-132.368,92.231,-4.575,51.87,0,0,-365.2,1276.7,-36.7
1,6,90,0.3604,275.089,-33.275,101.389,-132.171,92.231,-4.575,51.87,0,0,-365.2,1277.4,-31.9
1,6,100,0.4004,275.089,-33.606,101.487,-131.937,92.231,-4.575,51.87,0,0,-365.3,1278.0,-26.1
1,6,110,0.4405,275.089,-33.988,101.600,-131.668,92.231,-4.575,51.87,0,0,-365.3,1278.8,-19.4
1,6,120,0.4805,275.089,-34.420,101.728,-131.364,92.231,-4.575,51.87,0,0,-365.4,1279.6,-11.9
1,6,130,0.5205,275.089,-34.899,101.870,-131.026,92.231,-4.575,51.87,0,0,-365.5,1280.4,-3.5
1,6,140,0.5606,275.089,-35.425,102.025,-130.656,92.231,-4.575,51.87,0,0,-365.6,1281.3,5.6
1,6,150,0.6006,275.089,-35.992,102.192,-130.256,92.231,-4.575,51.87,0,0,-365.6,1282.1,15.5
1,6,160,0.6407,275.089,-36.598,102.371,-129.829,92.231,-4.575,51.87,0,0,-365.7,1282.8,26.0
1,6,170,0.6807,275.089,-37.239,102.561,-129.378,92.231,-4.575,51.87,0,0,-365.8,1283.5,37.1
1,6,180,0.7207,275.089,-37.909,102.759,-128.906,92.231,-4.575,51.87,0,0,-365.8,1284.2,48.7
1,6,190,0.7608,275.089,-38.603,102.964,-128.416,92.231,-4.575,51.87,0,0,-365.9,1284.7,60.7
1,6,200,0.8008,275.089,-39.317,103.175,-127.913,92.231,-4.575,51.87,0,0,-365.9,1285.0,73.1
1,6,210,0.8409,275.089,-40.044,103.390,-127.401,92.231,-4.575,51.87,0,0,-365.9,1285.3,85.6
1,6,220,0.8809,275.089,-40.779,103.607,-126.883,92.231,-4.575,51.87,0,0,-365.9,1285.4,98.2
1,6,230,0.9209,275.089,-41.516,103.824,-126.364,92.231,-4.575,51.87,0,0,-365.9,1285.4,110.9
1,6,240,0.9610,275.089,-42.248,104.041,-125.848,92.231,-4.575,51.87,0,0,-365.9,1285.2,123.4
1,6,250,1.0010,275.089,-42.971,104.254,-125.339,92.231,-4.575,51.87,0,0,-365.9,1284.8,135.8
1,6,260,1.0411,275.089,-43.677,104.463,-124.841,92.231,-4.575,51.87,0,0,-365.8,1284.4,147.8
1,6,270,1.0811,275.089,-44.363,104.665,-124.359,92.231,-4.575,51.87,0,0,-365.8,1283.8,159.4
1,6,280,1.1212,275.089,-45.021,104.860,-123.894,92.231,-4.575,51.87,0,0,-365.7,1283.1,170.6
1,6,290,1.1612,275.089,-45.649,105.045,-123.452,92.231,-4.575,51.87,0,0,-365.7,1282.4,181.2
1,6,300,1.2012,275.089,-46.240,105.220,-123.036,92.231,-4.575,51.87,0,0,-365.6,1281.6,191.2
1,6,310,1.2413,275.089,-46.791,105.383,-122.648,92.231,-4.575,51.87,0,0,-365.5,1280.8,200.4
1,6,320,1.2813,275.089,-47.298,105.533,-122.290,92.231,-4.575,51.87,0,0,-365.4,1280.0,208.9
1,6,330,1.3214,275.089,-47.759,105.669,-121.966,92.231,-4.575,51.87,0,0,-365.4,1279.2,216.6
1,6,340,1.3614,275.089,-48.171,105.791,-121.675,92.231,-4.575,51.87,0,0,-365.3,1278.4,223.5
1,6,350,1.4014,275.089,-48.533,105.898,-121.421,92.231,-4.575,51.87,0,0,-365.2,1277.7,229.6
1,6,360,1.4415,275.089,-48.844,105.989,-121.201,92.231,-4.575,51.87,0,0,-365.2,1277.0,234.7
1,6,370,1.4815,275.089,-49.104,106.066,-121.018,92.231,-4.575,51.87,0,0,-365.1,1276.5,239.1
1,6,380,1.5216,275.089,-49.316,106.129,-120.869,92.231,-4.575,51.87,0,0,-365.1,1276.0,242.6
1,6,390,1.5616,275.089,-49.480,106.178,-120.753,92.231,-4.575,51.87,0,0,-365.1,1275.7,245.3
1,6,400,1.6016,275.089,-49.601,106.213,-120.668,92.231,-4.575,51.87,0,0,-365.0,1275.4,247.3
1,6,410,1.6417,275.089,-49.684,106.238,-120.610,92.231,-4.575,51.87,0,0,-365.0,1275.2,248.7
1,6,420,1.6817,275.089,-49.733,106.252,-120.575,92.231,-4.575,51.87,0,0,-365.0,1275.1,249.5
1,6,430,1.7218,275.089,-49.757,106.259,-120.558,92.231,-4.575,51.87,0,0,-365.0,1275.0,249.9
1,6,440,1.7618,275.089,-49.765,106.262,-120.553,92.231,-4.575,51.87,0,0,-365.0,1275.0,250.0
1,6,446,1.7858,275.089,-49.765,106.262,-120.552,92.231,-4.575,51.87,0,0,-365.0,1275.0,250.0
1,7,0,0.0000,275.089,-49.765,106.262,-120.552,92.231,-4.575,619.52,0,0,-365.0,1275.0,250.0
1,7,10,0.0400,275.088,-49.765,106.262,-120.551,92.230,-4.575,619.52,0,0,-365.0,1275.0,250.0
1,7,20,0.0800,275.081,-49.766,106.260,-120.544,92.223,-4.577,619.53,0,0,-364.8,1275.1,250.0
1,7,30,0.1200,275.062,-49.767,106.258,-120.525,92.203,-4.580,619.54,0,0,-364.5,1275.2,250.0
1,7,40,0.1601,275.025,-49.770,106.252,-120.488,92.166,-4.587,619.56,0,0,-363.7,1275.6,250.0
1,7,50,0.2001,274.965,-49.775,106.243,-120.428,92.105,-4.598,619.59,0,0,-362.6,1276.1,250.0
1,7,60,0.2401,274.878,-49.782,106.230,-120.341,92.017,-4.614,619.63,0,0,-360.9,1276.9,250.1
1,7,70,0.2801,274.759,-49.792,106.212,-120.222,91.896,-4.636,619.69,0,0,-358.5,1278.0,250.1
1,7,80,0.3201,274.604,-49.805,106.188,-120.067,91.738,-4.664,619.77,0,0,-355.5,1279.4,250.2
1,7,90,0.3601,274.408,-49.821,106.159,-119.872,91.539,-4.700,619.87,0,0,-351.6,1281.1,250.2
1,7,100,0.4002,274.169,-49.840,106.123,-119.633,91.296,-4.744,619.99,0,0,-346.9,1283.2,250.3
1,7,110,0.4402,273.883,-49.863,106.080,-119.347,91.006,-4.797,620.14,0,0,-341.2,1285.7,250.4
1,7,120,0.4802,273.548,-49.891,106.029,-119.011,90.664,-4.858,620.31,0,0,-334.5,1288.6,250.4
1,7,130,0.5202,273.159,-49.922,105.971,-118.623,90.269,-4.930,620.51,0,0,-326.8,1291.9,250.5
1,7,140,0.5602,272.716,-49.958,105.904,-118.179,89.819,-5.011,620.74,0,0,-317.9,1295.5,250.7
1,7,150,0.6002,272.215,-49.999,105.828,-117.679,89.310,-5.103,621.00,0,0,-307.8,1299.6,250.8
1,7,160,0.6403,271.656,-50.045,105.744,-117.119,88.741,-5.206,621.30,0,0,-296.5,1304.0,250.9
1,7,170,0.6803,271.035,-50.095,105.650,-116.499,88.111,-5.320,621.62,0,0,-283.8,1308.8,251.0
1,7,180,0.7203,270.353,-50.151,105.547,-115.817,87.417,-5.446,621.98,0,0,-269.9,1313.9,251.1
1,7,190,0.7603,269.608,-50.211,105.435,-115.072,86.660,-5.583,622.38,0,0,-254.5,1319.2,251.2
1,7,200,0.8003,268.799,-50.277,105.313,-114.263,85.837,-5.732,622.81,0,0,-237.7,1324.8,251.3
1,7,210,0.8403,267.925,-50.348,105.181,-113.389,84.949,-5.892,623.28,0,0,-219.5,1330.5,251.4
1,7,220,0.8803,266.986,-50.425,105.039,-112.450,83.994,-6.065,623.79,0,0,-199.8,1336.3,251.5
1,7,230,0.9204,265.982,-50.507,104.888,-111.447,82.974,-6.249,624.34,0,0,-178.6,1342.1,251.5
1,7,240,0.9604,264.913,-50.594,104.726,-110.377,81.887,-6.446,624.93,0,0,-155.8,1347.9,251.6
1,7,250,1.0004,263.779,-50.686,104.555,-109.243,80.734,-6.654,625.57,0,0,-131.5,1353.4,251.6
1,7,260,1.0404,262.580,-50.784,104.374,-108.045,79.515,-6.875,626.24,0,0,-105.6,1358.7,251.5
1,7,270,1.0804,261.317,-50.886,104.184,-106.782,78.232,-7.107,626.96,0,0,-78.2,1363.6,251.5
1,7,280,1.1204,259.991,-50.994,103.984,-105.456,76.884,-7.351,627.72,0,0,-49.2,1368.1,251.4
1,7,290,1.1605,258.603,-51.107,103.774,-104.068,75.473,-7.606,628.53,0,0,-18.7,1371.9,251.3
1,7,300,1.2005,257.154,-51.225,103.556,-102.619,74.000,-7.873,629.38,0,0,13.3,1375.0,251.1
1,7,310,1.2405,255.645,-51.348,103.328,-101.110,72.466,-8.150,630.27,0,0,46.7,1377.2,250.9
1,7,320,1.2805,254.078,-51.476,103.091,-99.543,70.872,-8.438,631.21,0,0,81.5,1378.5,250.7
1,7,330,1.3205,252.454,-51.608,102.846,-97.919,69.222,-8.737,632.20,0,0,117.7,1378.6,250.5
1,7,340,1.3605,250.774,-51.745,102.593,-96.240,67.515,-9.045,633.24,0,0,155.1,1377.6,250.3
1,7,350,1.4005,249.042,-51.886,102.332,-94.509,65.754,-9.364,634.32,0,0,193.7,1375.1,250.1
1,7,360,1.4406,247.259,-52.031,102.063,-92.726,63.941,-9.692,635.44,0,0,233.4,1371.1,249.9
1,7,370,1.4806,245.427,-52.180,101.786,-90.894,62.079,-10.029,636.61,0,0,274.0,1365.6,249.7
1,7,380,1.5206,243.548,-52.333,101.503,-89.015,60.169,-10.374,637.83,0,0,315.5,1358.3,249.6
1,7,390,1.5606,241.625,-52.490,101.213,-87.092,58.214,-10.728,639.09,0,0,357.7,1349.3,249.6
1,7,400,1.6006,239.660,-52.650,100.916,-85.128,56.217,-11.089,640.40,0,0,400.4,1338.3,249.6
1,7,410,1.6406,237.656,-52.813,100.614,-83.124,54.179,-11.457,641.74,0,0,443.5,1325.4,249.8
1,7,420,1.6807,235.615,-52.979,100.306,-81.083,52.105,-11.833,643.13,0,0,486.8,1310.4,250.1
1,7,430,1.7207,233.541,-53.148,99.993,-79.008,49.996,-12.214,644.56,0,0,530.2,1293.4,250.5
1,7,440,1.7607,231.435,-53.320,99.675,-76.903,47.855,-12.601,646.03,0,0,573.5,1274.3,251.2
1,7,450,1.8007,229.301,-53.493,99.353,-74.769,45.686,-12.994,647.53,0,0,616.5,1253.0,252.0
1,7,460,1.8407,227.142,-53.669,99.027,-72.610,43.491,-13.391,649.07,0,0,659.0,1229.6,253.1
1,7,470,1.8807,224.960,-53.847,98.698,-70.429,41.274,-13.792,650.63,0,0,700.9,1204.2,254.5
1,7,480,1.9208,222.759,-54.026,98.366,-68.229,39.037,-14.196,652.23,0,0,742.0,1176.7,256.2
1,7,490,1.9608,220.543,-54.207,98.031,-66.012,36.783,-14.604,653.86,0,0,782.1,1147.2,258.2
1,7,500,2.0008,218.313,-54.388,97.695,-63.782,34.516,-15.014,655.50,0,0,821.1,1115.9,260.6
1,7,510,2.0408,216.073,-54.571,97.357,-61.543,32.240,-15.426,657.17,0,0,858.7,1082.7,263.3
1,7,520,2.0808,213.827,-54.753,97.018,-59.297,29.956,-15.839,658.86,0,0,895.0,1047.8,266.4
1,7,530,2.1208,211.577,-54.937,96.679,-57.047,27.669,-16.252,660.56,0,0,929.7,1011.4,269.9
1,7,540,2.1608,209.327,-55.120,96.339,-54.797,25.382,-16.666,662.27,0,0,962.7,973.5,273.9
1,7,550,2.2009,207.079,-55.303,96.000,-52.550,23.097,-17.079,663.98,0,0,994.0,934.3,278.3
1,7,560,2.2409,204.838,-55.485,95.662,-50.309,20.819,-17.491,665.70,0,0,1023.4,894.0,283.1
1,7,570,2.2809,202.606,-55.667,95.325,-48.077,18.550,-17.902,667.42,0,0,1050.9,852.7,288.3
1,7,580,2.3209,200.386,-55.848,94.990,-45.858,16.293,-18.310,669.13,0,0,1076.5,810.6,294.0
1,7,590,2.3609,198.182,-56.027,94.658,-43.654,14.053,-18.715,670.84,0,0,1100.2,767.8,300.1
1,7,600,2.4009,195.996,-56.205,94.328,-41.469,11.831,-19.117,672.53,0,0,1121.8,724.5,306.6
1,7,610,2.4410,193.832,-56.381,94.001,-39.305,9.631,-19.515,674.20,0,0,1141.5,681.0,313.5
1,7,620,2.4810,191.693,-56.556,93.679,-37.166,7.457,-19.908,675.86,0,0,1159.2,637.2,320.8
1,7,630,2.5210,189.582,-56.728,93.360,-35.054,5.310,-20.296,677.49,0,0,1175.0,593.5,328.4
1,7,640,2.5610,187.500,-56.897,93.046,-32.974,3.195,-20.679,679.10,0,0,1188.9,549.9,336.4
1,7,650,2.6010,185.453,-57.064,92.737,-30.926,1.113,-21.055,680.67,0,0,1201.0,506.6,344.6
1,7,660,2.6410,183.441,-57.228,92.433,-28.914,-0.932,-21.425,682.23,0,0,1211.3,463.7,353.2
1,7,670,2.6810,181.468,-57.388,92.136,-26.942,-2.937,-21.788,683.78,0,0,1219.9,421.4,361.9
1,7,680,2.7211,179.536,-57.546,91.844,-25.010,-4.901,-22.143,685.32,0,0,1226.9,379.8,370.8
1,7,690,2.7611,177.648,-57.699,91.559,-23.123,-6.820,-22.490,686.85,0,0,1232.5,339.0,379.9
1,7,700,2.8011,175.807,-57.849,91.281,-21.281,-8.692,-22.829,688.36,0,0,1236.6,299.0,389.1
1,7,710,2.8411,174.014,-57.995,91.011,-19.488,-10.515,-23.158,689.85,0,0,1239.4,260.1,398.3
1,7,720,2.8811,172.271,-58.137,90.748,-17.746,-12.286,-23.479,691.31,0,0,1241.0,222.2,407.6
1,7,730,2.9211,170.581,-58.275,90.493,-16.056,-14.004,-23.790,692.73,0,0,1241.5,185.5,416.9
1,7,740,2.9612,168.946,-58.408,90.246,-14.421,-15.666,-24.090,694.12,0,0,1241.0,150.0,426.1
1,7,750,3.0012,167.367,-58.536,90.008,-12.843,-17.271,-24.380,693.11,0,0,1239.6,115.8,435.2
1,7,760,3.0412,165.846,-58.660,89.779,-11.322,-18.817,-24.660,689.10,0,0,1237.5,82.9,444.2
1,7,770,3.0812,164.385,-58.779,89.558,-9.861,-20.303,-24.929,685.22,0,0,1234.6,51.4,453.0
1,7,780,3.1212,162.985,-58.893,89.347,-8.461,-21.726,-25.186,681.48,0,0,1231.2,21.3,461.6
1,7,790,3.1612,161.646,-59.002,89.145,-7.122,-23.087,-25.432,677.90,0,0,1227.3,-7.4,469.9
1,7,800,3.2013,160.371,-59.106,88.952,-5.847,-24.383,-25.667,674.46,0,0,1223.0,-34.6,478.0
1,7,810,3.2413,159.159,-59.205,88.770,-4.635,-25.615,-25.890,671.19,0,0,1218.4,-60.4,485.8
1,7,820,3.2813,158.012,-59.298,88.597,-3.488,-26.781,-26.101,668.09,0,0,1213.5,-84.8,493.3
1,7,830,3.3213,156.930,-59.386,88.433,-2.406,-27.881,-26.299,665.15,0,0,1208.6,-107.6,500.5
1,7,840,3.3613,155.913,-59.469,88.280,-1.389,-28.915,-26.486,662.39,0,0,1203.6,-129.0,507.3
1,7,850,3.4013,154.961,-59.547,88.136,-0.438,-29.883,-26.661,659.80,0,0,1198.6,-149.0,513.7
1,7,860,3.4413,154.074,-59.619,88.002,0.449,-30.784,-26.825,657.38,0,0,1193.7,-167.5,519.7
1,7,870,3.4814,153.252,-59.686,87.878,1.271,-31.620,-26.976,655.15,0,0,1188.9,-184.6,525.3
1,7,880,3.5214,152.494,-59.747,87.764,2.029,-32.390,-27.115,653.08,0,0,1184.2,-200.3,530.6
1,7,890,3.5614,151.799,-59.804,87.659,2.723,-33.096,-27.243,651.19,0,0,1179.8,-214.6,535.4
1,7,900,3.6014,151.167,-59.856,87.564,3.356,-33.739,-27.359,649.46,0,0,1175.7,-227.7,539.8
1,7,910,3.6414,150.595,-59.902,87.477,3.927,-34.320,-27.464,647.91,0,0,1171.8,-239.4,543.8
1,7,920,3.6814,150.083,-59.944,87.400,4.440,-34.841,-27.558,646.51,0,0,1168.3,-249.9,547.4
1,7,930,3.7215,149.628,-59.981,87.332,4.894,-35.303,-27.642,645.27,0,0,1165.1,-259.2,550.6
1,7,940,3.7615,149.229,-60.013,87.271,5.293,-35.709,-27.715,644.19,0,0,1162.2,-267.3,553.5
1,7,950,3.8015,148.883,-60.042,87.219,5.640,-36.061,-27.779,643.25,0,0,1159.6,-274.3,555.9
1,7,960,3.8415,148.587,-60.066,87.174,5.935,-36.362,-27.833,642.44,0,0,1157.4,-280.3,558.0
1,7,970,3.8815,148.339,-60.086,87.137,6.183,-36.614,-27.879,641.77,0,0,1155.6,-285.4,559.8
1,7,980,3.9215,148.135,-60.102,87.106,6.387,-36.821,-27.916,641.21,0,0,1154.0,-289.5,561.3
1,7,990,3.9615,147.972,-60.116,87.082,6.550,-36.987,-27.946,640.77,0,0,1152.8,-292.8,562.4
1,7,1000,4.0016,147.846,-60.126,87.063,6.676,-37.115,-27.970,640.43,0,0,1151.8,-295.3,563.3
1,7,1010,4.0416,147.753,-60.134,87.049,6.769,-37.209,-27.987,640.17,0,0,1151.1,-297.2,564.0
1,7,1020,4.0816,147.689,-60.139,87.039,6.834,-37.275,-27.999,640.00,0,0,1150.6,-298.5,564.5
1,7,1030,4.1216,147.648,-60.142,87.033,6.875,-37.317,-28.006,639.89,0,0,1150.3,-299.3,564.8
1,7,1040,4.1616,147.625,-60.144,87.029,6.897,-37.339,-28.010,639.83,0,0,1150.1,-299.8,564.9
1,7,1050,4.2016,147.616,-60.145,87.028,6.906,-37.349,-28.012,639.80,0,0,1150.0,-300.0,565.0
1,7,1060,4.2417,147.614,-60.145,87.028,6.908,-37.351,-28.012,639.80,0,0,1150.0,-300.0,565.0
1,7,1062,4.2497,147.614,-60.145,87.028,6.908,-37.351,-28.012,639.80,0,0,1150.0,-300.0,565.0
